,2017,2030,2017 (MO),2030 (MO),,,,,,,,,
4186,22,6.865,33.07,60.27,,,,,,,,,
4187,11.82,6.865,33.07,60.27,,,,,,,,,
4188,11.79,6.865,33.07,60.272,,,,,,,,,
4189,10.32,6.865,33.07,60.272,,,,,,,,,
4190,7.38,6.865,33.07,60.278,,,,,,,,,
4191,9.77,6.865,33.07,60.283,,,,,,,,,
4192,12.64,6.865,33.08,60.306,,,,,,,,,
4193,20.31,31.138,33.08,60.308,,,,,,,,,
4194,29.59,46.594,33.08,60.311,,,,,,,,,
4195,31.07,58.262,33.08,60.311,,,,,,,,,
4196,29.82,59.153,33.08,60.346,,,,,,,,,
4197,31.38,61.225,33.09,60.353,,,,,,,,,
4198,31.94,70.811,33.09,60.361,,,,,,,,,
4199,29.75,59.153,33.09,60.362,,,,,,,,,
4200,28.06,59.152,33.09,60.364,,,,,,,,,
4201,23.59,58.262,33.09,60.372,,,,,,,,,
4202,20.79,54.124,33.09,60.375,,,,,,,,,
4203,18.25,47.32,33.09,60.375,,,,,,,,,
4204,14.45,47.181,33.1,60.376,,,,,,,,,
4205,10.25,43.277,33.1,60.376,,,,,,,,,
4206,10.26,38.367,33.1,60.376,,,,,,,,,
4207,17.69,38.366,33.1,60.384,,,,,,,,,
4208,17.77,36.054,33.1,60.387,,,,,,,,,
4209,16.11,33.735,33.11,60.388,,,,,,,,,
4210,13.29,33.1,33.11,60.393,,,,,,,,,
4211,13.61,15.317,33.11,60.396,,,,,,,,,
4212,11.27,15.317,33.12,60.401,,,,,,,,,
4213,7.32,15.317,33.13,60.403,,,,,,,,,
4214,0.65,15.317,33.14,60.423,,,,,,,,,
4215,3.3,15.317,33.14,60.428,,,,,,,,,
4216,8.17,15.317,33.14,60.428,,,,,,,,,
4217,17.01,15.317,33.15,60.428,,,,,,,,,
4218,21.69,20.982,33.15,60.428,,,,,,,,,
4219,29.21,20.983,33.15,60.428,,,,,,,,,
4220,33.94,20.983,33.15,60.428,,,,,,,,,
4221,35.21,20.983,33.16,60.428,,,,,,,,,
4222,38.91,20.983,33.16,60.436,,,,,,,,,
4223,36.21,20.983,33.17,60.436,,,,,,,,,
4224,33.29,15.317,33.17,60.44,,,,,,,,,
4225,30.8,15.317,33.17,60.441,,,,,,,,,
4226,28.03,15.317,33.17,60.447,,,,,,,,,
4227,26.16,15.317,33.18,60.45,,,,,,,,,
4228,23.96,15.317,33.18,60.455,,,,,,,,,
4229,26.21,20.983,33.19,60.456,,,,,,,,,
4230,37.12,20.984,33.19,60.456,,,,,,,,,
4231,39.43,20.984,33.19,60.467,,,,,,,,,
4232,38.98,20.983,33.2,60.478,,,,,,,,,
4233,34.43,15.317,33.2,60.487,,,,,,,,,
4234,28.85,15.317,33.2,60.488,,,,,,,,,
4235,28.09,15.317,33.2,60.488,,,,,,,,,
4236,27.49,15.317,33.21,60.5,,,,,,,,,
4237,27.35,15.317,33.22,60.5,,,,,,,,,
4238,26.2,3.02E-07,33.22,60.5,,,,,,,,,
4239,27.2,2.43E-07,33.22,60.5,,,,,,,,,
4240,28.03,2.74E-07,33.22,60.5,,,,,,,,,
4241,35.38,5.80E-07,33.22,60.5,,,,,,,,,
4242,39.9,15.317,33.23,60.501,,,,,,,,,
4243,42.91,15.318,33.23,60.501,,,,,,,,,
4244,41.58,28.841,33.23,60.501,,,,,,,,,
4245,40.55,31.479,33.24,60.501,,,,,,,,,
4246,42.4,31.478,33.24,60.501,,,,,,,,,
4247,38.46,31.479,33.24,60.501,,,,,,,,,
4248,31.07,31.479,33.24,60.501,,,,,,,,,
4249,30.07,25.182,33.24,60.501,,,,,,,,,
4250,29.09,25.368,33.25,60.501,,,,,,,,,
4251,29.04,30.237,33.27,60.501,,,,,,,,,
4252,28.69,33.1,33.27,60.501,,,,,,,,,
4253,29.41,33.1,33.28,60.501,,,,,,,,,
4254,37.94,45.338,33.28,60.501,,,,,,,,,
4255,43.55,45.338,33.29,60.501,,,,,,,,,
4256,46.66,33.348,33.29,60.501,,,,,,,,,
4257,46.3,33.097,33.29,60.501,,,,,,,,,
4258,46.69,38.012,33.29,60.501,,,,,,,,,
4259,48.04,33.097,33.3,60.501,,,,,,,,,
4260,45.95,33.097,33.31,60.502,,,,,,,,,
4261,44.45,33.097,33.32,60.503,,,,,,,,,
4262,44.1,33.097,33.33,60.504,,,,,,,,,
4263,40.15,33.097,33.33,60.511,,,,,,,,,
4264,42.53,33.097,33.34,60.517,,,,,,,,,
4265,42.6,33.349,33.34,60.517,,,,,,,,,
4266,43.93,44.338,33.34,60.519,,,,,,,,,
4267,43.95,59.153,33.34,60.52,,,,,,,,,
4268,40.24,60.605,33.35,60.521,,,,,,,,,
4269,37.98,67.307,33.36,60.521,,,,,,,,,
4270,32.62,65.591,33.37,60.529,,,,,,,,,
4271,27.3,59.154,33.39,60.53,,,,,,,,,
4272,28.77,59.153,33.4,60.54,,,,,,,,,
4273,27.35,59.153,33.4,60.541,,,,,,,,,
4274,26.38,58.262,33.4,60.541,,,,,,,,,
4275,26.02,53.843,33.4,60.542,,,,,,,,,
4276,25.96,55.459,33.4,60.542,,,,,,,,,
4277,27.96,59.153,33.4,60.546,,,,,,,,,
4278,32.76,59.153,33.41,60.547,,,,,,,,,
4279,38.64,61.24,33.41,60.547,,,,,,,,,
4280,41.51,61.869,33.41,60.547,,,,,,,,,
4281,41.99,67.307,33.42,60.548,,,,,,,,,
4282,41.95,67.307,33.43,60.549,,,,,,,,,
4283,42.7,61.487,33.43,60.549,,,,,,,,,
4284,41.45,60.55,33.43,60.549,,,,,,,,,
4285,38.97,59.153,33.43,60.549,,,,,,,,,
4286,36.57,59.153,33.44,60.549,,,,,,,,,
4287,33.79,59.153,33.44,60.549,,,,,,,,,
4288,34.9,59.153,33.45,60.55,,,,,,,,,
4289,38.4,61.869,33.45,60.55,,,,,,,,,
4290,38.97,63.229,33.46,60.55,,,,,,,,,
4291,40,67.308,33.46,60.55,,,,,,,,,
4292,38.95,77.241,33.46,60.55,,,,,,,,,
4293,35.61,67.309,33.47,60.55,,,,,,,,,
4294,35.92,67.308,33.47,60.55,,,,,,,,,
4295,31.24,63.074,33.48,60.55,,,,,,,,,
4296,32.42,61.487,33.48,60.55,,,,,,,,,
4297,30.59,59.374,33.48,60.55,,,,,,,,,
4298,29.94,59.153,33.48,60.55,,,,,,,,,
4299,29.03,59.153,33.49,60.55,,,,,,,,,
4300,29.05,59.153,33.5,60.55,,,,,,,,,
4301,30.12,59.154,33.5,60.55,,,,,,,,,
4302,33.95,62.265,33.5,60.55,,,,,,,,,
4303,41.9,67.308,33.5,60.55,,,,,,,,,
4304,46.96,67.308,33.5,60.55,,,,,,,,,
4305,47.53,67.308,33.52,60.55,,,,,,,,,
4306,47.53,67.308,33.52,60.55,,,,,,,,,
4307,47.81,62.126,33.52,60.55,,,,,,,,,
4308,45.99,61.487,33.52,60.55,,,,,,,,,
4309,45.2,59.153,33.53,60.55,,,,,,,,,
4310,41.71,59.153,33.53,60.55,,,,,,,,,
4311,39.17,59.153,33.54,60.55,,,,,,,,,
4312,38.28,59.153,33.54,60.55,,,,,,,,,
4313,38.23,60.55,33.54,60.55,,,,,,,,,
4314,38.94,67.307,33.55,60.55,,,,,,,,,
4315,39.01,67.307,33.55,60.55,,,,,,,,,
4316,35.52,61.426,33.56,60.55,,,,,,,,,
4317,34.99,61.193,33.57,60.55,,,,,,,,,
4318,36.48,60.55,33.57,60.55,,,,,,,,,
4319,33.5,59.153,33.58,60.55,,,,,,,,,
4320,29.29,50.828,33.59,60.55,,,,,,,,,
4321,29.01,46.384,33.59,60.55,,,,,,,,,
4322,28.06,46.384,33.6,60.55,,,,,,,,,
4323,27,44.728,33.61,60.55,,,,,,,,,
4324,25.58,46.384,33.61,60.55,,,,,,,,,
4325,28,46.607,33.61,60.55,,,,,,,,,
4326,31.96,58.262,33.61,60.55,,,,,,,,,
4327,37.93,60.605,33.62,60.55,,,,,,,,,
4328,38.91,60.605,33.62,60.55,,,,,,,,,
4329,35.99,60.605,33.62,60.55,,,,,,,,,
4330,35.51,60.605,33.62,60.55,,,,,,,,,
4331,32.24,59.154,33.62,60.55,,,,,,,,,
4332,29.33,59.153,33.62,60.55,,,,,,,,,
4333,27.29,59.153,33.62,60.55,,,,,,,,,
4334,25.08,59.153,33.63,60.55,,,,,,,,,
4335,25.09,59.153,33.63,60.55,,,,,,,,,
4336,27.29,59.154,33.64,60.55,,,,,,,,,
4337,30.51,60.605,33.64,60.55,,,,,,,,,
4338,36.36,63.539,33.64,60.55,,,,,,,,,
4339,38.92,63.539,33.65,60.55,,,,,,,,,
4340,38.71,63.539,33.65,60.55,,,,,,,,,
4341,36.61,63.539,33.65,60.55,,,,,,,,,
4342,38.95,63.539,33.66,60.55,,,,,,,,,
4343,34.07,61.156,33.66,60.55,,,,,,,,,
4344,32.17,59.153,33.67,60.55,,,,,,,,,
4345,29.04,59.153,33.68,60.55,,,,,,,,,
4346,26.96,58.262,33.69,60.55,,,,,,,,,
4347,26.08,58.262,33.69,60.55,,,,,,,,,
4348,26.04,58.262,33.69,60.55,,,,,,,,,
4349,25.59,48.213,33.7,60.55,,,,,,,,,
4350,25.56,57.068,33.7,60.55,,,,,,,,,
4351,26.77,58.262,33.7,60.55,,,,,,,,,
4352,28.82,59.152,33.7,60.55,,,,,,,,,
4353,32.4,58.262,33.7,60.55,,,,,,,,,
4354,33.35,46.607,33.72,60.55,,,,,,,,,
4355,33.15,43.997,33.73,60.55,,,,,,,,,
4356,29.1,43.997,33.73,60.55,,,,,,,,,
4357,26.07,43.997,33.73,60.55,,,,,,,,,
4358,26.33,43.997,33.73,60.55,,,,,,,,,
4359,26.04,43.997,33.73,60.55,,,,,,,,,
4360,26.09,46.607,33.73,60.55,,,,,,,,,
4361,29.01,58.262,33.74,60.55,,,,,,,,,
4362,29.34,60.27,33.74,60.55,,,,,,,,,
4363,29.89,60.27,33.74,60.55,,,,,,,,,
4364,30.12,60.27,33.75,60.55,,,,,,,,,
4365,29.63,60.27,33.76,60.55,,,,,,,,,
4366,28.87,71.356,33.77,60.55,,,,,,,,,
4367,26.26,60.27,33.78,60.55,,,,,,,,,
4368,24.36,0,33.78,60.55,,,,,,,,,
4369,23.12,55.654,33.78,60.55,,,,,,,,,
4370,22.73,45.809,33.78,60.55,,,,,,,,,
4371,22.63,36.067,33.79,60.55,,,,,,,,,
4372,20.27,36.066,33.8,60.55,,,,,,,,,
4373,20.59,36.066,33.8,60.55,,,,,,,,,
4374,21.3,36.066,33.8,60.55,,,,,,,,,
4375,23.07,36.066,33.81,60.55,,,,,,,,,
4376,24.76,36.065,33.81,60.55,,,,,,,,,
4377,25.56,36.065,33.81,60.55,,,,,,,,,
4378,20.71,36.065,33.82,60.55,,,,,,,,,
4379,23.32,36.065,33.82,60.55,,,,,,,,,
4380,21.36,36.065,33.82,60.55,,,,,,,,,
4381,19.08,36.065,33.83,60.55,,,,,,,,,
4382,10.47,31.138,33.83,60.55,,,,,,,,,
4383,9.96,36.065,33.83,60.55,,,,,,,,,
4384,17.31,36.065,33.83,60.55,,,,,,,,,
4385,19.72,36.067,33.84,60.55,,,,,,,,,
4386,28.63,48.406,33.84,60.55,,,,,,,,,
4387,32.9,59.711,33.85,60.55,,,,,,,,,
4388,35.37,61.443,33.85,60.55,,,,,,,,,
4389,37,66.394,33.86,60.55,,,,,,,,,
4390,38.92,66.394,33.86,60.55,,,,,,,,,
4391,37.06,60.977,33.86,60.55,,,,,,,,,
4392,26.04,59.677,33.88,60.55,,,,,,,,,
4393,23.51,53.112,33.88,60.55,,,,,,,,,
4394,22.86,53.112,33.89,60.55,,,,,,,,,
4395,22.56,53.112,33.89,60.55,,,,,,,,,
4396,24.86,56.551,33.9,60.55,,,,,,,,,
4397,26.78,60.364,33.9,60.55,,,,,,,,,
4398,34.93,61.335,33.9,60.55,,,,,,,,,
4399,41.25,63.074,33.9,60.55,,,,,,,,,
4400,41.61,66.394,33.91,60.55,,,,,,,,,
4401,38.94,66.394,33.91,60.55,,,,,,,,,
4402,35.35,66.394,33.91,60.55,,,,,,,,,
4403,32.92,63.882,33.91,60.55,,,,,,,,,
4404,28.68,63.882,33.91,60.55,,,,,,,,,
4405,28.17,59.562,33.92,60.55,,,,,,,,,
4406,26.91,59.562,33.92,60.55,,,,,,,,,
4407,28.02,59.811,33.92,60.55,,,,,,,,,
4408,28.59,63.882,33.92,60.55,,,,,,,,,
4409,32.18,66.394,33.92,60.55,,,,,,,,,
4410,38.94,66.394,33.93,60.55,,,,,,,,,
4411,42.78,66.394,33.93,60.55,,,,,,,,,
4412,40.91,66.394,33.93,60.55,,,,,,,,,
4413,39.37,66.394,33.93,60.55,,,,,,,,,
4414,39.91,66.394,33.93,60.55,,,,,,,,,
4415,32.04,63.882,33.94,60.55,,,,,,,,,
4416,28.83,63.052,33.94,60.55,,,,,,,,,
4417,28.63,62.048,33.94,60.55,,,,,,,,,
4418,28.49,57.924,33.94,60.55,,,,,,,,,
4419,28.43,57.924,33.94,60.55,,,,,,,,,
4420,27.99,58.15,33.94,60.55,,,,,,,,,
4421,28.44,62.048,33.94,60.55,,,,,,,,,
4422,35.81,64.149,33.94,60.55,,,,,,,,,
4423,41.63,66.394,33.94,60.55,,,,,,,,,
4424,41.79,66.394,33.95,60.55,,,,,,,,,
4425,36,66.394,33.95,60.55,,,,,,,,,
4426,34.74,66.394,33.95,60.55,,,,,,,,,
4427,32.97,66.394,33.95,60.55,,,,,,,,,
4428,31.93,66.394,33.95,60.55,,,,,,,,,
4429,31.93,66.394,33.95,60.55,,,,,,,,,
4430,30.55,66.394,33.95,60.55,,,,,,,,,
4431,32.6,66.391,33.95,60.55,,,,,,,,,
4432,32.93,66.394,33.96,60.55,,,,,,,,,
4433,36.95,66.394,33.96,60.55,,,,,,,,,
4434,40,66.394,33.96,60.55,,,,,,,,,
4435,44.04,66.394,33.96,60.55,,,,,,,,,
4436,43.1,66.395,33.96,60.55,,,,,,,,,
4437,41.68,66.394,33.96,60.551,,,,,,,,,
4438,40.54,66.394,33.96,60.551,,,,,,,,,
4439,37.29,63.975,33.97,60.551,,,,,,,,,
4440,34.99,63.074,33.97,60.551,,,,,,,,,
4441,32.51,61.995,33.97,60.551,,,,,,,,,
4442,31.02,58.029,33.98,60.551,,,,,,,,,
4443,29.07,57.756,33.98,60.552,,,,,,,,,
4444,29.54,57.835,33.98,60.552,,,,,,,,,
4445,31.89,61.427,33.98,60.552,,,,,,,,,
4446,38.02,63.882,33.98,60.553,,,,,,,,,
4447,43.92,66.394,33.98,60.561,,,,,,,,,
4448,46.01,66.394,33.98,60.562,,,,,,,,,
4449,44.18,66.394,33.99,60.564,,,,,,,,,
4450,43.71,66.394,33.99,60.564,,,,,,,,,
4451,42.06,66.394,33.99,60.565,,,,,,,,,
4452,38.93,66.394,33.99,60.568,,,,,,,,,
4453,38.09,63.882,34,60.584,,,,,,,,,
4454,37.44,58.934,34,60.587,,,,,,,,,
4455,37.38,58.878,34,60.596,,,,,,,,,
4456,38.9,63.882,34,60.597,,,,,,,,,
4457,41.51,66.394,34,60.601,,,,,,,,,
4458,42.52,66.394,34,60.605,,,,,,,,,
4459,44.55,66.394,34.01,60.605,,,,,,,,,
4460,44.15,66.394,34.01,60.605,,,,,,,,,
4461,43.93,66.394,34.01,60.605,,,,,,,,,
4462,41.66,66.394,34.01,60.605,,,,,,,,,
4463,36.07,64.099,34.01,60.605,,,,,,,,,
4464,33.03,62.127,34.01,60.611,,,,,,,,,
4465,32.21,61.335,34.02,60.624,,,,,,,,,
4466,30.62,57.705,34.02,60.628,,,,,,,,,
4467,30.11,57.341,34.02,60.629,,,,,,,,,
4468,29.19,57.341,34.02,60.629,,,,,,,,,
4469,32.06,59.712,34.03,60.629,,,,,,,,,
4470,36.94,62.549,34.03,60.629,,,,,,,,,
4471,42.29,66.394,34.03,60.629,,,,,,,,,
4472,48.24,66.394,34.03,60.629,,,,,,,,,
4473,43.08,66.394,34.03,60.629,,,,,,,,,
4474,41.86,66.394,34.03,60.629,,,,,,,,,
4475,40.03,66.394,34.04,60.629,,,,,,,,,
4476,35.71,66.394,34.05,60.629,,,,,,,,,
4477,35.75,66.394,34.05,60.629,,,,,,,,,
4478,35.54,63.882,34.05,60.629,,,,,,,,,
4479,39.52,59.071,34.06,60.629,,,,,,,,,
4480,40.6,62.775,34.06,60.629,,,,,,,,,
4481,44.31,66.394,34.06,60.63,,,,,,,,,
4482,45.87,66.394,34.06,60.631,,,,,,,,,
4483,53.71,66.394,34.06,60.634,,,,,,,,,
4484,49.56,66.394,34.06,60.648,,,,,,,,,
4485,46.03,66.39,34.07,60.655,,,,,,,,,
4486,42.71,64.1,34.07,60.658,,,,,,,,,
4487,35.61,62.552,34.07,60.668,,,,,,,,,
4488,34.16,61.156,34.07,60.67,,,,,,,,,
4489,32.07,57.342,34.07,60.684,,,,,,,,,
4490,30.8,63.758,34.08,60.689,,,,,,,,,
4491,30.69,54.529,34.08,60.69,,,,,,,,,
4492,29.64,57.157,34.08,60.695,,,,,,,,,
4493,30.84,58.254,34.09,60.7,,,,,,,,,
4494,35.87,61.241,34.09,60.7,,,,,,,,,
4495,41.88,66.391,34.1,60.703,,,,,,,,,
4496,45.54,66.394,34.1,60.703,,,,,,,,,
4497,45.58,66.394,34.1,60.709,,,,,,,,,
4498,44.61,66.394,34.11,60.71,,,,,,,,,
4499,43.31,66.393,34.11,60.717,,,,,,,,,
4500,39.65,63.882,34.12,60.718,,,,,,,,,
4501,34.43,58.671,34.12,60.72,,,,,,,,,
4502,32.05,58.727,34.12,60.72,,,,,,,,,
4503,31.84,58.552,34.14,60.722,,,,,,,,,
4504,32.4,62.552,34.14,60.725,,,,,,,,,
4505,37.87,66.394,34.15,60.736,,,,,,,,,
4506,40.58,66.394,34.15,60.769,,,,,,,,,
4507,42.74,66.394,34.15,60.77,,,,,,,,,
4508,41.8,66.394,34.15,60.775,,,,,,,,,
4509,40.46,66.394,34.16,60.778,,,,,,,,,
4510,40.99,66.394,34.16,60.79,,,,,,,,,
4511,35.91,66.393,34.16,60.792,,,,,,,,,
4512,37.08,63.381,34.16,60.794,,,,,,,,,
4513,34.64,62.552,34.16,60.794,,,,,,,,,
4514,32.05,61.869,34.17,60.796,,,,,,,,,
4515,30.68,61.334,34.17,60.802,,,,,,,,,
4516,29.87,57.868,34.19,60.806,,,,,,,,,
4517,29.09,57.756,34.19,60.806,,,,,,,,,
4518,30,57.835,34.21,60.807,,,,,,,,,
4519,32.02,63.882,34.21,60.808,,,,,,,,,
4520,34.58,63.882,34.21,60.809,,,,,,,,,
4521,36.71,66.131,34.22,60.809,,,,,,,,,
4522,35.89,63.901,34.25,60.809,,,,,,,,,
4523,35.37,61.156,34.25,60.809,,,,,,,,,
4524,33.22,60.936,34.25,60.809,,,,,,,,,
4525,31.41,56.554,34.26,60.809,,,,,,,,,
4526,30.18,53.111,34.26,60.809,,,,,,,,,
4527,30.05,53.111,34.26,60.809,,,,,,,,,
4528,31.4,59.712,34.26,60.809,,,,,,,,,
4529,33.18,61.155,34.27,60.809,,,,,,,,,
4530,36.98,61.334,34.27,60.809,,,,,,,,,
4531,40.04,63.883,34.27,60.809,,,,,,,,,
4532,39.63,65.323,34.28,60.809,,,,,,,,,
4533,39.82,66.393,34.29,60.809,,,,,,,,,
4534,42.09,66.393,34.29,60.809,,,,,,,,,
4535,39.67,63.894,34.29,60.809,,,,,,,,,
4536,32.21,61.226,34.3,60.809,,,,,,,,,
4537,31.08,61.155,34.3,60.809,,,,,,,,,
4538,29.84,60.936,34.3,60.809,,,,,,,,,
4539,29.2,60.099,34.3,60.809,,,,,,,,,
4540,29.62,60.057,34.3,60.809,,,,,,,,,
4541,29.46,55.696,34.3,60.809,,,,,,,,,
4542,29.49,48.989,34.31,60.809,,,,,,,,,
4543,29.83,48.989,34.31,60.809,,,,,,,,,
4544,30.03,48.99,34.31,60.809,,,,,,,,,
4545,31.26,41.653,34.32,60.809,,,,,,,,,
4546,31.26,40.981,34.33,60.809,,,,,,,,,
4547,32.4,36.066,34.34,60.809,,,,,,,,,
4548,32.07,36.066,34.34,60.809,,,,,,,,,
4549,31,30.237,34.35,60.809,,,,,,,,,
4550,29.88,17.45,34.37,60.809,,,,,,,,,
4551,30.69,5.9259,34.37,60.809,,,,,,,,,
4552,31.28,31.138,34.37,60.809,,,,,,,,,
4553,33.8,36.066,34.37,60.809,,,,,,,,,
4554,36.75,44.909,34.38,60.809,,,,,,,,,
4555,40.53,56.138,34.38,60.809,,,,,,,,,
4556,40.53,61.24,34.38,60.809,,,,,,,,,
4557,40.59,61.24,34.38,60.809,,,,,,,,,
4558,42.28,61.242,34.38,60.809,,,,,,,,,
4559,40.08,59.692,34.4,60.809,,,,,,,,,
4560,32.76,48.219,34.4,60.809,,,,,,,,,
4561,29.92,41.653,34.4,60.809,,,,,,,,,
4562,29.44,40.981,34.4,60.809,,,,,,,,,
4563,29.59,40.981,34.42,60.809,,,,,,,,,
4564,29.31,40.981,34.42,60.809,,,,,,,,,
4565,30.6,41.653,34.42,60.809,,,,,,,,,
4566,38.03,56.138,34.42,60.809,,,,,,,,,
4567,44.03,56.138,34.43,60.809,,,,,,,,,
4568,50.07,48.99,34.43,60.809,,,,,,,,,
4569,50,40.981,34.43,60.809,,,,,,,,,
4570,48.73,33.349,34.43,60.809,,,,,,,,,
4571,48.72,26.896,34.43,60.809,,,,,,,,,
4572,47.69,31.138,34.43,60.809,,,,,,,,,
4573,46.65,1.22E-05,34.44,60.809,,,,,,,,,
4574,44.18,24.073,34.44,60.809,,,,,,,,,
4575,42.93,34.205,34.44,60.809,,,,,,,,,
4576,40.65,40.981,34.45,60.809,,,,,,,,,
4577,40.95,41.654,34.45,60.809,,,,,,,,,
4578,41.62,59.077,34.45,60.809,,,,,,,,,
4579,42.97,61.24,34.45,60.809,,,,,,,,,
4580,40.21,61.485,34.45,60.809,,,,,,,,,
4581,38.86,66.225,34.45,60.809,,,,,,,,,
4582,39.92,66.225,34.45,60.809,,,,,,,,,
4583,33.45,61.24,34.46,60.809,,,,,,,,,
4584,30.93,61.153,34.46,60.809,,,,,,,,,
4585,30.28,60.55,34.46,60.809,,,,,,,,,
4586,29.63,54.696,34.47,60.809,,,,,,,,,
4587,28.96,53.576,34.47,60.809,,,,,,,,,
4588,28.95,55.719,34.48,60.809,,,,,,,,,
4589,30.08,60.936,34.48,60.809,,,,,,,,,
4590,34.51,61.24,34.49,60.809,,,,,,,,,
4591,41.44,61.335,34.49,60.81,,,,,,,,,
4592,44.22,66.225,34.49,60.811,,,,,,,,,
4593,43.43,61.335,34.49,60.815,,,,,,,,,
4594,42.03,61.24,34.51,60.815,,,,,,,,,
4595,41.45,61.24,34.51,60.833,,,,,,,,,
4596,39.42,61.24,34.51,60.834,,,,,,,,,
4597,36.01,61.24,34.51,60.865,,,,,,,,,
4598,34.21,61.24,34.52,60.87,,,,,,,,,
4599,34.42,58.022,34.52,60.872,,,,,,,,,
4600,35.39,61.24,34.52,60.874,,,,,,,,,
4601,37.62,61.242,34.52,60.876,,,,,,,,,
4602,39.99,62.127,34.53,60.886,,,,,,,,,
4603,41.58,66.225,34.53,60.891,,,,,,,,,
4604,40.7,66.225,34.54,60.893,,,,,,,,,
4605,38.94,66.226,34.54,60.894,,,,,,,,,
4606,39.36,66.225,34.55,60.894,,,,,,,,,
4607,34.25,61.486,34.55,60.894,,,,,,,,,
4608,32.29,61.24,34.55,60.895,,,,,,,,,
4609,30.14,61.24,34.55,60.895,,,,,,,,,
4610,29.1,59.874,34.56,60.902,,,,,,,,,
4611,28.52,57.55,34.57,60.92,,,,,,,,,
4612,28.43,57.551,34.57,60.922,,,,,,,,,
4613,29.3,59.202,34.58,60.926,,,,,,,,,
4614,34.77,61.24,34.58,60.926,,,,,,,,,
4615,39.94,66.225,34.59,60.929,,,,,,,,,
4616,44.01,66.225,34.59,60.93,,,,,,,,,
4617,44.31,61.486,34.59,60.931,,,,,,,,,
4618,44.16,61.24,34.59,60.933,,,,,,,,,
4619,43.9,61.24,34.6,60.934,,,,,,,,,
4620,41.07,60.936,34.6,60.934,,,,,,,,,
4621,39.9,60.937,34.6,60.934,,,,,,,,,
4622,37.27,52.977,34.61,60.935,,,,,,,,,
4623,33.93,55.813,34.61,60.935,,,,,,,,,
4624,32.19,57.267,34.61,60.935,,,,,,,,,
4625,33.29,60.939,34.62,60.935,,,,,,,,,
4626,32.95,60.933,34.63,60.935,,,,,,,,,
4627,32.91,61.24,34.64,60.936,,,,,,,,,
4628,30.5,61.486,34.64,60.936,,,,,,,,,
4629,30.6,66.225,34.64,60.936,,,,,,,,,
4630,30.09,66.225,34.65,60.936,,,,,,,,,
4631,27.82,61.24,34.65,60.936,,,,,,,,,
4632,26.02,60.936,34.65,60.936,,,,,,,,,
4633,24.37,60.372,34.65,60.936,,,,,,,,,
4634,23.04,48.989,34.66,60.936,,,,,,,,,
4635,24.76,47.069,34.66,60.936,,,,,,,,,
4636,26.45,48.989,34.67,60.936,,,,,,,,,
4637,28.09,59.511,34.67,60.936,,,,,,,,,
4638,31.06,61.236,34.67,60.936,,,,,,,,,
4639,38.12,61.24,34.69,60.936,,,,,,,,,
4640,36.73,59.526,34.69,60.936,,,,,,,,,
4641,36.07,48.989,34.7,60.936,,,,,,,,,
4642,35.52,47.062,34.7,60.936,,,,,,,,,
4643,34.96,41.653,34.7,60.936,,,,,,,,,
4644,30.26,41.653,34.71,60.936,,,,,,,,,
4645,30.04,39.74,34.72,60.936,,,,,,,,,
4646,29.07,36.065,34.72,60.936,,,,,,,,,
4647,30.27,41.653,34.72,60.936,,,,,,,,,
4648,33.46,41.653,34.73,60.936,,,,,,,,,
4649,38.08,47.062,34.73,60.936,,,,,,,,,
4650,41.35,60.936,34.73,60.936,,,,,,,,,
4651,46.82,61.242,34.74,60.936,,,,,,,,,
4652,45.09,64.469,34.74,60.936,,,,,,,,,
4653,42.93,64.471,34.74,60.936,,,,,,,,,
4654,42.13,64.469,34.75,60.936,,,,,,,,,
4655,38.12,61.24,34.75,60.936,,,,,,,,,
4656,34.4,61.232,34.76,60.936,,,,,,,,,
4657,32.34,60.55,34.76,60.936,,,,,,,,,
4658,30.36,58.929,34.77,60.936,,,,,,,,,
4659,29.08,51.023,34.77,60.936,,,,,,,,,
4660,29.55,56.971,34.78,60.936,,,,,,,,,
4661,30.41,60.45,34.78,60.936,,,,,,,,,
4662,39.94,60.942,34.78,60.936,,,,,,,,,
4663,44.99,61.24,34.79,60.936,,,,,,,,,
4664,46,64.469,34.79,60.936,,,,,,,,,
4665,43.32,64.469,34.79,60.936,,,,,,,,,
4666,41.62,64.469,34.8,60.936,,,,,,,,,
4667,38.94,64.469,34.81,60.936,,,,,,,,,
4668,37.1,61.242,34.81,60.936,,,,,,,,,
4669,35.97,61.24,34.82,60.936,,,,,,,,,
4670,31.91,61.24,34.82,60.936,,,,,,,,,
4671,30.34,59.182,34.82,60.936,,,,,,,,,
4672,31.29,61.24,34.82,60.936,,,,,,,,,
4673,36.92,61.241,34.82,60.936,,,,,,,,,
4674,40.93,61.486,34.83,60.936,,,,,,,,,
4675,42.96,64.469,34.84,60.936,,,,,,,,,
4676,39.69,64.469,34.84,60.936,,,,,,,,,
4677,39.1,61.486,34.85,60.936,,,,,,,,,
4678,39.71,61.242,34.85,60.936,,,,,,,,,
4679,36.65,61.24,34.85,60.936,,,,,,,,,
4680,34.57,61.238,34.85,60.936,,,,,,,,,
4681,31.08,56.249,34.85,60.936,,,,,,,,,
4682,30.82,42.599,34.85,60.936,,,,,,,,,
4683,30.01,42.599,34.87,60.936,,,,,,,,,
4684,29.4,42.599,34.87,60.936,,,,,,,,,
